,GroupId,SubGroupId,Categories,Q&A
45,0,2,İnternet Şubesi,"İnternet şubesinde Akıllı Rehber’den nasıl işlem yapabilirim?
Oluşturduğunuz Akıllı Rehber kayıtlarını dilediğiniz zaman ana sayfadaki Akıllı Rehber butonuna tıklayak görüntüleyebilirsiniz. Bu kayıtlarla ilgili işlem yapmak için, istediğiniz kaydı seçip “İşlem Yap” butonuna tıklayarak tekrar aynı bilgileri girmeye gerek kalmadan işleminizi gerçekleştirebilirsiniz.

Akıllı Rehber kayıtlarınıza, gerçekleştirmek istediğiniz işlem menüsünün altından da ulaşabilirsiniz. Örneğin, EFT işleminizi daha önce Akıllı Rehber’e kaydettiğiniz bir hesap üzerinden gerçekleştirmek için, ana menüde yer alan Para Transferleri menüsündeki EFT başlığı altında bulunan ""Akıllı Rehber’den EFT”yi tıklayarak seçtiğiniz kayıt üzerinden işleminizi gerçekleştirebilirsiniz.

Ayrıca ana menünün sağında yer alan “BUL” butonuna tıklayarak açılan arama kutusunda işlem, isim, kurum, hesap numarası vb. bilgilerle Akıllı Rehber kayıtlarınızı arayabilir ve arama sonucuna tıklayarak işleminizi gerçekleştirebilirsiniz.

Diğer seçeneğiniz ise; işleminize başladıktan sonra “Alıcı” alanının yanında bulunan Akıllı Rehber’den kayıt seçimi butonuna tıklayarak daha önce kaydetmiş olduğunuz bir işlemi seçebilirsiniz."
46,0,2,İnternet Şubesi,"İnternet Şubesinde Akıllı Rehber’e nasıl işlem kaydedebilirim?
Havale, EFT ya da Worldcard bilgilerini kaydetmek için ana sayfadaki Akıllı Rehber butonuna tıklayıp sağdaki İşlemler menüsünden “Yeni kayıt ekle” butonuna tıklayın. Bu alanda Havale, EFT ya da Worldcard seçeneklerinden birini işaretleyerek devama tıklayın ve gerekli alanları doldurarak bilgileri kaydedin.

Diğer seçeneğiniz ise; herhangi bir para transferi ya da ödeme işlemi (kredi kartı borç ödeme, fatura ödeme, hazır kart TL yükleme, MTV ödeme, şans oyunları ödemeleri) gerçekleştirirken bilgilerinizi doldurduktan sonra sayfanın en sonunda bulunan “İşlemi Akıllı Rehbere ekle” kutucuğunu işaretlemek. Bu işlemi yaptıktan sonra bilgileriniz Akıllı Rehber’e otomatik olarak kaydedilecektir."
47,0,2,İnternet Şubesi,"İnternet şubesinde bilgilerim, güvenlik ve şifre ayarlarıma nereden ulaşabilirim?
Ekranın sağ üst köşesinde bulunan Ayarlarım’a tıklayarak Bilgilerim, Şifre İşlemlerim, Akıllı Şifre İşlemlerim, Kullanım Ayarlarım ve Telefon Bankacılığı Menülerim başlıklarına ulaşabilirsiniz."
48,0,2,İnternet Şubesi,"Altın hesabı açarak işlem nasıl yapılır?
İnternet Şubesi'nde Hesaplarım / Yeni Hesap Açmak İstiyorum / Vadesiz Hesap menülerini kullanarak Döviz Cinsini XAU(Altın) olarak seçerek hesap açılışı sağlayabilirsiniz.
Alım-Satım işlemlerini ise; Yatırımlar/Döviz/Altın işlemleri menüsünden gerçekleştirebilirsiniz."
49,0,2,İnternet Şubesi,"Müşteri numarası nedir?
Müşteri numaranız, İnternet Şubesi'ne girişte kullandığınız kullanıcı kodunun rakam bölümüdür. Aynı zamanda bankamıza ait kartlarınızın da üzerinde ad soyadınızın altında yer almaktadır."
50,0,2,İnternet Şubesi,"Kullanıcı kodu değişikliği nasıl yapılır?
Ayarlarım/ Güvenlik Ayarları /Kullanıcı Kodu Ayarları adımlarından kullanıcı kodunuzu değiştirebilirsiniz."
51,0,2,İnternet Şubesi,"Kredi kartının borcu toplu olarak ödenebilir mi?
Toplu ödeme ile vade günü gelmeyen taksitlerinizi bir kerede kapatmak için öncelikle 444 0 444 / 0850 222 0 444 Yapı Kredi Telefon Bankacılığı'nı arayarak toplam borcunuzu Güncel Dönem İşlemlerinize yansıtmanız gerekmektedir. Müşteri temsilcisi sizin için bu işlemi yaptıktan en erken 1 gün sonrasında İnternet Şubesi Güncel Dönem İşlemleri sayfasında taksitlerinizin kapama bilgisini ve yansıyan borç bakiyenizi görebileceksiniz. Sonrasında yansıyan bakiye kadar ödeme yaptığınızda taksitleriniz kapanmış olacaktır."
52,0,2,İnternet Şubesi,"Kredi kartından fatura ödemelerinde ücret kesiliyor mu?
Kredi kartından fatura ödemeleri için alınan işlem ücretlerini Ürün ve Hizmet Ücretleri sayfamızda yer alan Kredi Kartı İşlem Ücretleri > Anlaşmalı Kurum Fatura /SGK Prim Ödemeleri başlığı altından inceleyebilirsiniz."
53,0,2,İnternet Şubesi,"İnternet Şubesi’nde teknik bir sorun ile karşılaştığımda ne yapmalıyım?
Destek için 444 0 444 / 0850 222 0 444 'ü arayıp 4 ve 1 tuşlayarak İnternet Destek hattımıza ulaşabilirsiniz."
54,0,2,İnternet Şubesi,"Hisse senedi işlemlerinde bakiyeler ne zaman yansır?
Hisse Senedi Satışı yapıldığında satış bedeli 2 işgünü sonra Vadesiz Hesaba geçmekle birlikte, yeni bir Hisse Senedi Alışı yapabilmek için anında kullanılabilir bakiyeye yansımaktadır.Ancak bazı senetlerin satış bedeli; hem Vadesiz Hesaba, hem de yeni bir Hisse Senedi Alışı yapabilmek için kullanılabilir bakiyeye 2 işgünü sonra yansımaktadır."
55,0,2,İnternet Şubesi,"Ön onaylı limit nedir?
Ön onaylı limit, bankamızla çalışan ve çalışma düzenliliğinden memnuniyet duyduğumuz özel müşterilerimiz için sunmuş olduğumuz bir hizmettir.Bu limit, bankacılık çalışmalarınız ve ödemelerinizin düzenliliği göz önünde bulundurularak sistem tarafından otomatik olarak ve günlük hesaplanan bir limittir."
56,0,2,İnternet Şubesi,"İnternet şubesinde EFT işlemleri ne zaman yapılabilir?
İş günlerinde 09.00 - 17.20 saatleri arasında yapılan EFT işlemleri aynı gün karşı hesaba iletilmektedir. Ancak ilgili bankanın iş yoğunluğuna göre süreç değişebildiğinden size net olarak süre verememekteyiz. 16.00 - 17.20 saatleri arasında yapılan geç EFT işlemleri ayrı ücretlendirilmektedir. Hafta içi 17.20 sonrası ve hafta sonları EFT işlemi yapılmamaktadır. Ürün ve hizmet ücretleri için tıklayınız."
57,0,2,İnternet Şubesi,"İnternet şubesinde EFT işlemi nasıl yapılır?
Para Transferleri/EFT menüsü altındaki işlemlerden birini seçtikten sonra istenilen bilgileri girerek EFT işleminizi tamamlayabilirsiniz. EFT işlemleri, iş günlerinde 09.00 - 17.20 saatleri arasında yapılabilmektedir. Aynı gün belirtilen saatler içerisinde yapılan EFT işlemlerinde IBAN no kullanımı zorunlu değildir. 04.07.2010 tarihinden itibaren ileri tarihli olarak yapılan EFT işlemlerinde IBAN no kullanımı yasal olarak zorunlu hale gelmiştir."
58,0,2,İnternet Şubesi,"İnternet şubesinde EFT işlemi nasıl iptal edilir?
Hatalı EFT işleminizle ilgili iade talebinizi, Telefon Bankacılığı şifreniz bulunuyorsa, 444 0 444 / 0850 222 0 444 arayıp 2-3 ve 4'ü tuşlayarak Telefon Bankacılığı Müşteri Temsilcilerine, Telefon Bankacılığı şifreniz bulunmuyorsa şubenize iletebilirsiniz.

İleri tarihli EFT işlemleri ise gönderim tarihinden önce internet şubesinden iptal edilebilir. Para Transferleri menüsü altında bulunan “Sorgulama/İptal” başlığını tıkladığınızda gerçekleştirdiğiniz para gönderim işlemleri görüntülenir. İptal etmek istediğiniz işlemi seçip sağ menüde bulunan iptal seçeneğini tıklayarak işleminizi iptal edebilirsiniz."
